trial,chunk_action_step,action_values.0,action_values.1,action_values.2,action_values.3,action_values.4,action_values.5,predicted_action_eef_z,mapped_obs_values.0,mapped_obs_values.1,mapped_obs_values.2,mapped_obs_values.3,mapped_obs_values.4,mapped_obs_values.5
80,29,-4.445346832275391,44.500240325927734,-29.048599243164062,-102.42245483398438,-3.2749619483947754,71.27610778808594,0.03550516953031177,-4.374038357080787,42.81796265521316,-22.958879379223067,100.0,-3.5337467585604294,59.47971907412135
80,30,-4.944201469421387,43.741485595703125,-29.548274993896484,-102.13398742675781,-3.342142105102539,71.7919692993164,0.035441386116550164,-4.866571958249947,42.06999574551905,-23.416787257056832,100.0,-3.5981046042267195,59.77934417019429
80,31,-4.9538655281066895,43.31111145019531,-29.59640121459961,-102.58174896240234,-3.2851223945617676,73.28120422363281,0.03493950458063738,-4.876113562700923,41.6457405721346,-23.460890609196746,100.0,-3.5434803533949943,60.64432856534552
80,32,-5.1053466796875,42.41236114501953,-29.928897857666016,-102.69850158691406,-3.2682111263275146,72.33122253417969,0.0343449855057989,-5.025675281770426,40.7597685161186,-23.765593873243915,100.0,-3.527279545829514,60.092555756610494
80,33,-5.435762405395508,42.12669372558594,-29.72458267211914,-102.69306182861328,-3.3068017959594727,72.89264678955078,0.03355039117770463,-5.351904277449298,40.478162657990005,-23.578357384609347,100.0,-3.5642489796927923,60.418644818870646
80,34,-5.34390115737915,40.870418548583984,-30.034801483154297,-103.21429443359375,-3.4935927391052246,71.96633911132812,0.03241298726239873,-5.261207012305608,39.239748946105266,-23.86264501957463,100.0,-3.743192633294687,59.88062246008185
80,35,-5.367464065551758,40.203487396240234,-30.211448669433594,-103.60546112060547,-3.60666561126709,70.47808837890625,0.03182925773794136,-5.2844713525604545,38.58230008532569,-24.024526275721026,100.0,-3.851515191803939,59.0162097078707
80,36,-5.230995178222656,40.03997039794922,-31.042953491210938,-103.02862548828125,-3.5123682022094727,70.27029418945312,0.03321397876068774,-5.149731675871673,38.421107938480056,-24.786525647894884,100.0,-3.7611793188874683,58.89551771472358
80,37,-5.276083469390869,40.29491424560547,-30.284175872802734,-103.16482543945312,-3.6699585914611816,70.78350830078125,0.03209756517761972,-5.194248648885486,38.67242704632999,-24.091174215523456,100.0,-3.9121491654460425,59.19360513560112
80,38,-5.4581804275512695,39.65098571777344,-31.039669036865234,-102.19619750976562,-3.3794660568237305,69.21240234375,0.03266010888546267,-5.374038238650176,38.03765376342233,-24.783515740936064,100.0,-3.6338605363686716,58.28106802424848
80,39,-5.557483673095703,39.38429260253906,-31.03681755065918,-102.2943115234375,-3.2582077980041504,68.03783416748047,0.03227906849721393,-5.47208320304222,37.774752436692545,-24.78090261033012,100.0,-3.5176964681480367,57.59884984166004
80,40,-5.852076530456543,40.176231384277344,-30.368301391601562,-102.1218032836914,-3.3556034564971924,62.51042175292969,0.03209153426507373,-5.762943245448086,38.55543159380086,-24.168267686095863,100.0,-3.6110004296902627,54.38839230666353
80,41,-6.385514736175537,40.70396423339844,-29.51283836364746,-102.43313598632812,-3.469973564147949,47.21212387084961,0.031177522336188618,-6.289622203404927,39.07566124453967,-23.384312773091732,100.0,-3.720565725422503,45.50276336773139
80,42,-6.310107707977295,39.70606231689453,-30.34223175048828,-102.31655883789062,-3.1336820125579834,44.018280029296875,0.03138444440113264,-6.215170665048124,38.09194729465194,-24.144377205077777,100.0,-3.3984021456283666,43.647700047375096
80,43,-6.770388603210449,39.89863967895508,-29.837387084960938,-102.2586441040039,-3.1949777603149414,44.320159912109375,0.030683798612021848,-6.669619295967039,38.281786630921815,-23.681732481797788,100.0,-3.457122792728111,43.82303933305748
80,44,-7.85797119140625,41.863037109375,-30.451961517333984,-101.25689697265625,-3.1845390796661377,50.505897521972656,0.03460504191861967,-7.743421018644387,40.218254657957736,-24.244934665786765,100.0,-3.4471226523432383,47.41586838753845
80,45,-10.361915588378906,43.717811584472656,-32.351287841796875,-99.89193725585938,-2.1339848041534424,58.68878936767578,0.041030826387722555,-10.215637690867784,42.0466583265683,-25.98549639061288,100.0,-2.440703298163708,52.16869390765737
80,46,-11.85247802734375,43.29187774658203,-34.242271423339844,-98.55955505371094,-1.9050935506820679,53.22038269042969,0.04434240269785735,-11.687313067147752,41.62678032940986,-27.718412742013978,100.0,-2.221428013806236,48.99250836102185
80,47,-11.274662971496582,42.69002151489258,-33.997642517089844,-99.42986297607422,-2.2643043994903564,51.83770751953125,0.04295802409814067,-11.116819562478023,41.0334811672898,-27.494232354725746,100.0,-2.5655480263543646,48.18941650032083
80,48,-1.8396294116973877,60.82575988769531,-36.33033752441406,-91.29167938232422,0.43720316886901855,15.899457931518555,0.07489018439055078,-1.8013382372041915,58.911369298162406,-29.631937494251833,100.0,0.022466287263551987,27.315594261059253
80,49,-0.23697328567504883,69.27241516113281,-4.402661323547363,-95.79254913330078,0.4544854164123535,16.841930389404297,0.020915456074652908,-0.21898952395652554,67.23793174378196,-0.37309427067601364,100.0,0.039022488896109875,27.863005522788285
81,0,-7.055764198303223,74.62063598632812,-4.568291664123535,-91.7779312133789,-3.9392623901367188,63.44166946411133,0.026451607027757076,-6.951378868937993,72.51011265235935,-0.52487957874219,100.0,-4.170139220275773,54.92928395850426
81,1,-6.661430358886719,70.61180114746094,-6.634749412536621,-92.9500961303711,-4.026302814483643,65.19182586669922,0.025905641256468534,-6.562041672231069,68.5582746123989,-2.418602219518679,100.0,-4.253522982257983,55.94581798721529
81,2,-7.184022903442383,68.05940246582031,-9.910857200622559,-92.29324340820312,-4.332644462585449,69.11323547363281,0.028859732555354525,-7.07801239545966,66.04216541641551,-5.4208603090861285,100.0,-4.546994886401585,58.223469458859796
81,3,-7.197305679321289,65.42121887207031,-13.84951400756836,-91.72234344482422,-4.2176923751831055,68.75934600830078,0.03299801746157369,-7.091126863984177,63.441490980766545,-9.030284975663292,100.0,-4.436872060516557,58.017921724165674
81,4,-7.307555198669434,60.70742416381836,-18.737621307373047,-91.78427124023438,-4.1693620681762695,70.3049545288086,0.03658878304112684,-7.1999794008722295,58.794716047554715,-13.509795612303972,100.0,-4.39057216197835,58.91564929516372
81,5,-6.30288028717041,57.42564392089844,-26.64875602722168,-91.15345764160156,-3.5148401260375977,74.22933959960938,0.04826558506901147,-6.2080348235983065,55.55959548907684,-20.759638946732274,100.0,-3.7635473945220834,61.19502898965031
81,6,-6.121374130249023,57.17129135131836,-29.028095245361328,-91.2972183227539,-3.9151318073272705,79.7191162109375,0.05300855898106565,-6.028828548972253,55.30885925263157,-22.940089309648556,100.0,-4.147022389348396,64.38362672136459
81,7,-5.432503700256348,55.56272888183594,-30.17526626586914,-92.66204071044922,-3.9908852577209473,79.0341796875,0.05325612253046641,-5.3486868636821905,53.72316699738524,-23.991368357597448,100.0,-4.219593355360474,63.985798685794904
81,8,-4.589650630950928,55.18778991699219,-30.310091018676758,-93.16921997070312,-4.002068519592285,78.11146545410156,0.05302251373595733,-4.516513668186797,53.35355883853387,-24.114923115552187,100.0,-4.230306796305427,63.449863488438496
81,9,-4.259617328643799,53.77410888671875,-32.28349304199219,-93.80087280273438,-3.9297142028808594,77.55686950683594,0.05533707399766374,-4.1906622501844275,51.95997723780529,-25.923368554989025,100.0,-4.160992162693301,63.127740476033935
81,10,-4.188694000244141,52.50868606567383,-33.307899475097656,-94.53819274902344,-3.850771427154541,77.67937469482422,0.0557761727355184,-4.120637598226821,50.712545941221244,-26.862144901719883,100.0,-4.085365858355195,63.19889451238154
81,11,-3.995896816253662,51.19713592529297,-34.06028366088867,-95.00068664550781,-3.777876853942871,77.3952407836914,0.05553385455791719,-3.930283366241777,49.41964315415178,-27.551637328210965,100.0,-4.015533665002711,63.033862524983064
81,12,-3.4260549545288086,49.83900451660156,-34.16600036621094,-94.97018432617188,-3.7445337772369385,77.11921691894531,0.053780742272621564,-3.367662026570557,48.08082138177654,-27.648517179023695,100.0,-3.9835913670111425,62.87354105266445
81,13,-3.2311666011810303,49.04655075073242,-34.2183837890625,-95.88427734375,-3.7577733993530273,76.57609558105469,0.05273638077019903,-3.175243122639998,47.29963456247707,-27.69652187398131,100.0,-3.996274778282923,62.55808277655352
81,14,-3.3513998985290527,48.605960845947266,-34.083045959472656,-96.42792510986328,-3.8271331787109375,77.2610092163086,0.05179726383802539,-3.2939529320988465,46.865308875404224,-27.572496927308844,100.0,-4.062720678294474,62.95589751810134
81,15,-3.3876118659973145,49.74576950073242,-31.971689224243164,-97.12399291992188,-3.9831886291503906,76.37824249267578,0.04888629789047984,-3.3297060541798658,47.98891196241216,-25.637628403947797,100.0,-4.212220070480396,62.44316482023525
81,16,-3.5470340251922607,48.56995391845703,-31.725244522094727,-98.19807434082031,-4.044465065002441,76.08778381347656,0.046684200796338345,-3.487108159578096,46.82981388709031,-25.411784003056315,100.0,-4.270922216989245,62.27445925146216
81,17,-3.811204433441162,48.9307861328125,-30.138587951660156,-98.92235565185547,-3.945051431655884,75.5635986328125,0.04387066664550946,-3.747931238705011,47.18551586236451,-23.957755981977183,100.0,-4.175685057899625,61.96999956277196
81,18,-3.457627773284912,48.82611083984375,-28.7030029296875,-100.25183868408203,-3.944694995880127,75.16545104980469,0.0407814484770997,-3.398834783047217,47.082328821434984,-22.6421714456096,100.0,-4.175343596376308,61.738745621136786
81,19,-3.2706806659698486,47.039573669433594,-29.29804039001465,-100.1094970703125,-3.818507194519043,75.44929504394531,0.03951565507476497,-3.2142565008429407,45.32119227338373,-23.1874697521426,100.0,-4.054457081027847,61.90360921759168
81,20,-3.0837626457214355,45.380680084228516,-30.10635757446289,-99.5863265991211,-3.613129138946533,74.36654663085938,0.03883512624661309,-3.029706937140243,43.685884499987836,-23.9282197405195,100.0,-3.8577071796949904,61.27472221937413
81,21,-3.0151145458221436,46.11260223388672,-27.893102645874023,-99.76803588867188,-3.6801247596740723,74.0670166015625,0.03545007172254573,-2.961928684039785,44.40740032929205,-21.8999706890702,100.0,-3.9218882419371686,61.10074778660294
81,22,-3.2587108612060547,45.244537353515625,-28.35049819946289,-99.57659149169922,-3.5312275886535645,73.60540771484375,0.03516003672880537,-3.202438366647913,43.55167741894797,-22.3191325694846,100.0,-3.7792464021098198,60.83263395368425
81,23,-3.6654164791107178,45.81016540527344,-28.23081398010254,-99.59996032714844,-3.5780372619628906,70.48866271972656,0.03569858936038854,-3.60399057782579,44.10926348603495,-22.20945274848637,100.0,-3.8240895504167796,59.02235154597109
81,24,-3.5089831352233887,45.71492004394531,-28.470535278320312,-99.80565643310547,-3.59664249420166,72.09898376464844,0.03603975220304055,-3.4495394161636193,44.0153723038947,-22.42913575447086,100.0,-3.841913156726853,59.95766574811445
81,25,-3.768771171569824,44.8675537109375,-28.056236267089844,-100.72355651855469,-3.4318976402282715,71.57530212402344,0.03407147379616873,-3.706035652851757,43.18005365317465,-22.04946797843191,100.0,-3.684089412247413,59.65349852790523
81,26,-4.657841682434082,45.24034118652344,-28.173965454101562,-100.7644271850586,-3.5221962928771973,71.37637329101562,0.03480931076773877,-4.583840664176373,43.547540912205164,-22.157356188145133,100.0,-3.7705945208367457,59.53795575255943
81,27,-4.387391567230225,44.97008514404297,-27.94043731689453,-101.83403015136719,-3.337061882019043,71.70127868652344,0.03398521203137221,-4.3168174488765105,43.28112731520468,-21.94334865712887,100.0,-3.5932378068094373,59.726668824235276
81,28,-4.557290077209473,44.50761413574219,-29.188350677490234,-102.01958465576172,-3.3489630222320557,71.31588745117188,0.03579126372045903,-4.484563158191954,42.82523162569846,-23.086948997616037,100.0,-3.604638967250515,59.50282408411802
81,29,-4.445346832275391,44.500240325927734,-29.048599243164062,-102.42245483398438,-3.2749619483947754,71.27610778808594,0.03550516953031177,-4.374038357080787,42.81796265521316,-22.958879379223067,100.0,-3.5337467585604294,59.47971907412135
81,30,-4.944201469421387,43.741485595703125,-29.548274993896484,-102.13398742675781,-3.342142105102539,71.7919692993164,0.035441386116550164,-4.866571958249947,42.06999574551905,-23.416787257056832,100.0,-3.5981046042267195,59.77934417019429
81,31,-4.9538655281066895,43.31111145019531,-29.59640121459961,-102.58174896240234,-3.2851223945617676,73.28120422363281,0.03493950458063738,-4.876113562700923,41.6457405721346,-23.460890609196746,100.0,-3.5434803533949943,60.64432856534552
81,32,-5.1053466796875,42.41236114501953,-29.928897857666016,-102.69850158691406,-3.2682111263275146,72.33122253417969,0.0343449855057989,-5.025675281770426,40.7597685161186,-23.765593873243915,100.0,-3.527279545829514,60.092555756610494
81,33,-5.435762405395508,42.12669372558594,-29.72458267211914,-102.69306182861328,-3.3068017959594727,72.89264678955078,0.03355039117770463,-5.351904277449298,40.478162657990005,-23.578357384609347,100.0,-3.5642489796927923,60.418644818870646
81,34,-5.34390115737915,40.870418548583984,-30.034801483154297,-103.21429443359375,-3.4935927391052246,71.96633911132812,0.03241298726239873,-5.261207012305608,39.239748946105266,-23.86264501957463,100.0,-3.743192633294687,59.88062246008185
81,35,-5.367464065551758,40.203487396240234,-30.211448669433594,-103.60546112060547,-3.60666561126709,70.47808837890625,0.03182925773794136,-5.2844713525604545,38.58230008532569,-24.024526275721026,100.0,-3.851515191803939,59.0162097078707
81,36,-5.230995178222656,40.03997039794922,-31.042953491210938,-103.02862548828125,-3.5123682022094727,70.27029418945312,0.03321397876068774,-5.149731675871673,38.421107938480056,-24.786525647894884,100.0,-3.7611793188874683,58.89551771472358
81,37,-5.276083469390869,40.29491424560547,-30.284175872802734,-103.16482543945312,-3.6699585914611816,70.78350830078125,0.03209756517761972,-5.194248648885486,38.67242704632999,-24.091174215523456,100.0,-3.9121491654460425,59.19360513560112
81,38,-5.4581804275512695,39.65098571777344,-31.039669036865234,-102.19619750976562,-3.3794660568237305,69.21240234375,0.03266010888546267,-5.374038238650176,38.03765376342233,-24.783515740936064,100.0,-3.6338605363686716,58.28106802424848
81,39,-5.557483673095703,39.38429260253906,-31.03681755065918,-102.2943115234375,-3.2582077980041504,68.03783416748047,0.03227906849721393,-5.47208320304222,37.774752436692545,-24.78090261033012,100.0,-3.5176964681480367,57.59884984166004
81,40,-5.852076530456543,40.176231384277344,-30.368301391601562,-102.1218032836914,-3.3556034564971924,62.51042175292969,0.03209153426507373,-5.762943245448086,38.55543159380086,-24.168267686095863,100.0,-3.6110004296902627,54.38839230666353
81,41,-6.385514736175537,40.70396423339844,-29.51283836364746,-102.43313598632812,-3.469973564147949,47.21212387084961,0.031177522336188618,-6.289622203404927,39.07566124453967,-23.384312773091732,100.0,-3.720565725422503,45.50276336773139
81,42,-6.310107707977295,39.70606231689453,-30.34223175048828,-102.31655883789062,-3.1336820125579834,44.018280029296875,0.03138444440113264,-6.215170665048124,38.09194729465194,-24.144377205077777,100.0,-3.3984021456283666,43.647700047375096
81,43,-6.770388603210449,39.89863967895508,-29.837387084960938,-102.2586441040039,-3.1949777603149414,44.320159912109375,0.030683798612021848,-6.669619295967039,38.281786630921815,-23.681732481797788,100.0,-3.457122792728111,43.82303933305748
81,44,-7.85797119140625,41.863037109375,-30.451961517333984,-101.25689697265625,-3.1845390796661377,50.505897521972656,0.03460504191861967,-7.743421018644387,40.218254657957736,-24.244934665786765,100.0,-3.4471226523432383,47.41586838753845
81,45,-10.361915588378906,43.717811584472656,-32.351287841796875,-99.89193725585938,-2.1339848041534424,58.68878936767578,0.041030826387722555,-10.215637690867784,42.0466583265683,-25.98549639061288,100.0,-2.440703298163708,52.16869390765737
81,46,-11.85247802734375,43.29187774658203,-34.242271423339844,-98.55955505371094,-1.9050935506820679,53.22038269042969,0.04434240269785735,-11.687313067147752,41.62678032940986,-27.718412742013978,100.0,-2.221428013806236,48.99250836102185
81,47,-11.274662971496582,42.69002151489258,-33.997642517089844,-99.42986297607422,-2.2643043994903564,51.83770751953125,0.04295802409814067,-11.116819562478023,41.0334811672898,-27.494232354725746,100.0,-2.5655480263543646,48.18941650032083
81,48,-1.8396294116973877,60.82575988769531,-36.33033752441406,-91.29167938232422,0.43720316886901855,15.899457931518555,0.07489018439055078,-1.8013382372041915,58.911369298162406,-29.631937494251833,100.0,0.022466287263551987,27.315594261059253
81,49,-0.23697328567504883,69.27241516113281,-4.402661323547363,-95.79254913330078,0.4544854164123535,16.841930389404297,0.020915456074652908,-0.21898952395652554,67.23793174378196,-0.37309427067601364,100.0,0.039022488896109875,27.863005522788285
82,0,-7.055764198303223,74.62063598632812,-4.568291664123535,-91.7779312133789,-3.9392623901367188,63.44166946411133,0.026451607027757076,-6.951378868937993,72.51011265235935,-0.52487957874219,100.0,-4.170139220275773,54.92928395850426
82,1,-6.661430358886719,70.61180114746094,-6.634749412536621,-92.9500961303711,-4.026302814483643,65.19182586669922,0.025905641256468534,-6.562041672231069,68.5582746123989,-2.418602219518679,100.0,-4.253522982257983,55.94581798721529
82,2,-7.184022903442383,68.05940246582031,-9.910857200622559,-92.29324340820312,-4.332644462585449,69.11323547363281,0.028859732555354525,-7.07801239545966,66.04216541641551,-5.4208603090861285,100.0,-4.546994886401585,58.223469458859796
82,3,-7.197305679321289,65.42121887207031,-13.84951400756836,-91.72234344482422,-4.2176923751831055,68.75934600830078,0.03299801746157369,-7.091126863984177,63.441490980766545,-9.030284975663292,100.0,-4.436872060516557,58.017921724165674
82,4,-7.307555198669434,60.70742416381836,-18.737621307373047,-91.78427124023438,-4.1693620681762695,70.3049545288086,0.03658878304112684,-7.1999794008722295,58.794716047554715,-13.509795612303972,100.0,-4.39057216197835,58.91564929516372
82,5,-6.30288028717041,57.42564392089844,-26.64875602722168,-91.15345764160156,-3.5148401260375977,74.22933959960938,0.04826558506901147,-6.2080348235983065,55.55959548907684,-20.759638946732274,100.0,-3.7635473945220834,61.19502898965031
82,6,-6.121374130249023,57.17129135131836,-29.028095245361328,-91.2972183227539,-3.9151318073272705,79.7191162109375,0.05300855898106565,-6.028828548972253,55.30885925263157,-22.940089309648556,100.0,-4.147022389348396,64.38362672136459
82,7,-5.432503700256348,55.56272888183594,-30.17526626586914,-92.66204071044922,-3.9908852577209473,79.0341796875,0.05325612253046641,-5.3486868636821905,53.72316699738524,-23.991368357597448,100.0,-4.219593355360474,63.985798685794904
82,8,-4.589650630950928,55.18778991699219,-30.310091018676758,-93.16921997070312,-4.002068519592285,78.11146545410156,0.05302251373595733,-4.516513668186797,53.35355883853387,-24.114923115552187,100.0,-4.230306796305427,63.449863488438496
82,9,-4.259617328643799,53.77410888671875,-32.28349304199219,-93.80087280273438,-3.9297142028808594,77.55686950683594,0.05533707399766374,-4.1906622501844275,51.95997723780529,-25.923368554989025,100.0,-4.160992162693301,63.127740476033935
82,10,-4.188694000244141,52.50868606567383,-33.307899475097656,-94.53819274902344,-3.850771427154541,77.67937469482422,0.0557761727355184,-4.120637598226821,50.712545941221244,-26.862144901719883,100.0,-4.085365858355195,63.19889451238154
82,11,-3.995896816253662,51.19713592529297,-34.06028366088867,-95.00068664550781,-3.777876853942871,77.3952407836914,0.05553385455791719,-3.930283366241777,49.41964315415178,-27.551637328210965,100.0,-4.015533665002711,63.033862524983064
82,12,-3.4260549545288086,49.83900451660156,-34.16600036621094,-94.97018432617188,-3.7445337772369385,77.11921691894531,0.053780742272621564,-3.367662026570557,48.08082138177654,-27.648517179023695,100.0,-3.9835913670111425,62.87354105266445
82,13,-3.2311666011810303,49.04655075073242,-34.2183837890625,-95.88427734375,-3.7577733993530273,76.57609558105469,0.05273638077019903,-3.175243122639998,47.29963456247707,-27.69652187398131,100.0,-3.996274778282923,62.55808277655352
82,14,-3.3513998985290527,48.605960845947266,-34.083045959472656,-96.42792510986328,-3.8271331787109375,77.2610092163086,0.05179726383802539,-3.2939529320988465,46.865308875404224,-27.572496927308844,100.0,-4.062720678294474,62.95589751810134
82,15,-3.3876118659973145,49.74576950073242,-31.971689224243164,-97.12399291992188,-3.9831886291503906,76.37824249267578,0.04888629789047984,-3.3297060541798658,47.98891196241216,-25.637628403947797,100.0,-4.212220070480396,62.44316482023525
82,16,-3.5470340251922607,48.56995391845703,-31.725244522094727,-98.19807434082031,-4.044465065002441,76.08778381347656,0.046684200796338345,-3.487108159578096,46.82981388709031,-25.411784003056315,100.0,-4.270922216989245,62.27445925146216
82,17,-3.811204433441162,48.9307861328125,-30.138587951660156,-98.92235565185547,-3.945051431655884,75.5635986328125,0.04387066664550946,-3.747931238705011,47.18551586236451,-23.957755981977183,100.0,-4.175685057899625,61.96999956277196
82,18,-3.457627773284912,48.82611083984375,-28.7030029296875,-100.25183868408203,-3.944694995880127,75.16545104980469,0.0407814484770997,-3.398834783047217,47.082328821434984,-22.6421714456096,100.0,-4.175343596376308,61.738745621136786
82,19,-3.2706806659698486,47.039573669433594,-29.29804039001465,-100.1094970703125,-3.818507194519043,75.44929504394531,0.03951565507476497,-3.2142565008429407,45.32119227338373,-23.1874697521426,100.0,-4.054457081027847,61.90360921759168
82,20,-3.0837626457214355,45.380680084228516,-30.10635757446289,-99.5863265991211,-3.613129138946533,74.36654663085938,0.03883512624661309,-3.029706937140243,43.685884499987836,-23.9282197405195,100.0,-3.8577071796949904,61.27472221937413
82,21,-3.0151145458221436,46.11260223388672,-27.893102645874023,-99.76803588867188,-3.6801247596740723,74.0670166015625,0.03545007172254573,-2.961928684039785,44.40740032929205,-21.8999706890702,100.0,-3.9218882419371686,61.10074778660294
82,22,-3.2587108612060547,45.244537353515625,-28.35049819946289,-99.57659149169922,-3.5312275886535645,73.60540771484375,0.03516003672880537,-3.202438366647913,43.55167741894797,-22.3191325694846,100.0,-3.7792464021098198,60.83263395368425
82,23,-3.6654164791107178,45.81016540527344,-28.23081398010254,-99.59996032714844,-3.5780372619628906,70.48866271972656,0.03569858936038854,-3.60399057782579,44.10926348603495,-22.20945274848637,100.0,-3.8240895504167796,59.02235154597109
82,24,-3.5089831352233887,45.71492004394531,-28.470535278320312,-99.80565643310547,-3.59664249420166,72.09898376464844,0.03603975220304055,-3.4495394161636193,44.0153723038947,-22.42913575447086,100.0,-3.841913156726853,59.95766574811445
82,25,-3.768771171569824,44.8675537109375,-28.056236267089844,-100.72355651855469,-3.4318976402282715,71.57530212402344,0.03407147379616873,-3.706035652851757,43.18005365317465,-22.04946797843191,100.0,-3.684089412247413,59.65349852790523
82,26,-4.657841682434082,45.24034118652344,-28.173965454101562,-100.7644271850586,-3.5221962928771973,71.37637329101562,0.03480931076773877,-4.583840664176373,43.547540912205164,-22.157356188145133,100.0,-3.7705945208367457,59.53795575255943
82,27,-4.387391567230225,44.97008514404297,-27.94043731689453,-101.83403015136719,-3.337061882019043,71.70127868652344,0.03398521203137221,-4.3168174488765105,43.28112731520468,-21.94334865712887,100.0,-3.5932378068094373,59.726668824235276
82,28,-4.557290077209473,44.50761413574219,-29.188350677490234,-102.01958465576172,-3.3489630222320557,71.31588745117188,0.03579126372045903,-4.484563158191954,42.82523162569846,-23.086948997616037,100.0,-3.604638967250515,59.50282408411802
82,29,-4.445346832275391,44.500240325927734,-29.048599243164062,-102.42245483398438,-3.2749619483947754,71.27610778808594,0.03550516953031177,-4.374038357080787,42.81796265521316,-22.958879379223067,100.0,-3.5337467585604294,59.47971907412135
82,30,-4.944201469421387,43.741485595703125,-29.548274993896484,-102.13398742675781,-3.342142105102539,71.7919692993164,0.035441386116550164,-4.866571958249947,42.06999574551905,-23.416787257056832,100.0,-3.5981046042267195,59.77934417019429
82,31,-4.9538655281066895,43.31111145019531,-29.59640121459961,-102.58174896240234,-3.2851223945617676,73.28120422363281,0.03493950458063738,-4.876113562700923,41.6457405721346,-23.460890609196746,100.0,-3.5434803533949943,60.64432856534552
82,32,-5.1053466796875,42.41236114501953,-29.928897857666016,-102.69850158691406,-3.2682111263275146,72.33122253417969,0.0343449855057989,-5.025675281770426,40.7597685161186,-23.765593873243915,100.0,-3.527279545829514,60.092555756610494
82,33,-5.435762405395508,42.12669372558594,-29.72458267211914,-102.69306182861328,-3.3068017959594727,72.89264678955078,0.03355039117770463,-5.351904277449298,40.478162657990005,-23.578357384609347,100.0,-3.5642489796927923,60.418644818870646
82,34,-5.34390115737915,40.870418548583984,-30.034801483154297,-103.21429443359375,-3.4935927391052246,71.96633911132812,0.03241298726239873,-5.261207012305608,39.239748946105266,-23.86264501957463,100.0,-3.743192633294687,59.88062246008185
82,35,-5.367464065551758,40.203487396240234,-30.211448669433594,-103.60546112060547,-3.60666561126709,70.47808837890625,0.03182925773794136,-5.2844713525604545,38.58230008532569,-24.024526275721026,100.0,-3.851515191803939,59.0162097078707
82,36,-5.230995178222656,40.03997039794922,-31.042953491210938,-103.02862548828125,-3.5123682022094727,70.27029418945312,0.03321397876068774,-5.149731675871673,38.421107938480056,-24.786525647894884,100.0,-3.7611793188874683,58.89551771472358
82,37,-5.276083469390869,40.29491424560547,-30.284175872802734,-103.16482543945312,-3.6699585914611816,70.78350830078125,0.03209756517761972,-5.194248648885486,38.67242704632999,-24.091174215523456,100.0,-3.9121491654460425,59.19360513560112
82,38,-5.4581804275512695,39.65098571777344,-31.039669036865234,-102.19619750976562,-3.3794660568237305,69.21240234375,0.03266010888546267,-5.374038238650176,38.03765376342233,-24.783515740936064,100.0,-3.6338605363686716,58.28106802424848
82,39,-5.557483673095703,39.38429260253906,-31.03681755065918,-102.2943115234375,-3.2582077980041504,68.03783416748047,0.03227906849721393,-5.47208320304222,37.774752436692545,-24.78090261033012,100.0,-3.5176964681480367,57.59884984166004
82,40,-5.852076530456543,40.176231384277344,-30.368301391601562,-102.1218032836914,-3.3556034564971924,62.51042175292969,0.03209153426507373,-5.762943245448086,38.55543159380086,-24.168267686095863,100.0,-3.6110004296902627,54.38839230666353
82,41,-6.385514736175537,40.70396423339844,-29.51283836364746,-102.43313598632812,-3.469973564147949,47.21212387084961,0.031177522336188618,-6.289622203404927,39.07566124453967,-23.384312773091732,100.0,-3.720565725422503,45.50276336773139
82,42,-6.310107707977295,39.70606231689453,-30.34223175048828,-102.31655883789062,-3.1336820125579834,44.018280029296875,0.03138444440113264,-6.215170665048124,38.09194729465194,-24.144377205077777,100.0,-3.3984021456283666,43.647700047375096
82,43,-6.770388603210449,39.89863967895508,-29.837387084960938,-102.2586441040039,-3.1949777603149414,44.320159912109375,0.030683798612021848,-6.669619295967039,38.281786630921815,-23.681732481797788,100.0,-3.457122792728111,43.82303933305748
82,44,-7.85797119140625,41.863037109375,-30.451961517333984,-101.25689697265625,-3.1845390796661377,50.505897521972656,0.03460504191861967,-7.743421018644387,40.218254657957736,-24.244934665786765,100.0,-3.4471226523432383,47.41586838753845
82,45,-10.361915588378906,43.717811584472656,-32.351287841796875,-99.89193725585938,-2.1339848041534424,58.68878936767578,0.041030826387722555,-10.215637690867784,42.0466583265683,-25.98549639061288,100.0,-2.440703298163708,52.16869390765737
82,46,-11.85247802734375,43.29187774658203,-34.242271423339844,-98.55955505371094,-1.9050935506820679,53.22038269042969,0.04434240269785735,-11.687313067147752,41.62678032940986,-27.718412742013978,100.0,-2.221428013806236,48.99250836102185
82,47,-11.274662971496582,42.69002151489258,-33.997642517089844,-99.42986297607422,-2.2643043994903564,51.83770751953125,0.04295802409814067,-11.116819562478023,41.0334811672898,-27.494232354725746,100.0,-2.5655480263543646,48.18941650032083
82,48,-1.8396294116973877,60.82575988769531,-36.33033752441406,-91.29167938232422,0.43720316886901855,15.899457931518555,0.07489018439055078,-1.8013382372041915,58.911369298162406,-29.631937494251833,100.0,0.022466287263551987,27.315594261059253
82,49,-0.23697328567504883,69.27241516113281,-4.402661323547363,-95.79254913330078,0.4544854164123535,16.841930389404297,0.020915456074652908,-0.21898952395652554,67.23793174378196,-0.37309427067601364,100.0,0.039022488896109875,27.863005522788285
83,0,-7.055764198303223,74.62063598632812,-4.568291664123535,-91.7779312133789,-3.9392623901367188,63.44166946411133,0.026451607027757076,-6.951378868937993,72.51011265235935,-0.52487957874219,100.0,-4.170139220275773,54.92928395850426
